Link,Title,Location,Summary
https://kr.indeed.com/viewjob?jk=0fea9598510abf0e,Effect Supervisor (경력 10년 이상) Effect Art...,Mofac 서울 서초구,"후디니 사용자 – 이펙트 요소 표현에 뛰어난 감각 소유 – VFX 파이프라인에 대한 이해도 우대사항 – Python 등 Scripting 유경험자 – 외국어 가능자 (영어, 중국어) – 경력 5-10년 차 실무경력자 전형절..."
https://kr.indeed.com/viewjob?jk=0df2999925f12355,Senior Back-end Engineer (Query Understa...,Coupang 2.9 서울,"학사 학위 한 가지 혹은 그 이상의 범용 프로그래밍 언어 (Java, Python and C/C++)를 사용한 소프트웨어 개발 경험 MapReduce... languages (Java, Python and C/C++..."
https://kr.indeed.com/viewjob?jk=53558c186f96422e,검색서비스 개발 (5년이상),Success Korea 서울,"5년 이상 필수사항 : - e커머스 검색시스템 개발 및 서비스 실무 경험 - Java, Spring, Python 기반의 웹 어플리케이션 개발 및 운영 경험 - ElasticSearch 개발 경험 - Linux 환경에서..."
https://kr.indeed.com/viewjob?jk=1da7dce55cb4dd72,"JAVA, iOS 외 경력 정규직",브라이트컨설팅 서울 강남구,"수 있도록 서비스를 설계, 개발하는 업무를 담당합니다. 자격요건 • Python, Go, Node.js, Scala 또는 Java 언어 3년 이상... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=808bbcf30b533b36,Cloud Security Solution Engineer 5년 이상,"15년 연혁의 시스템소프트웨어 개발,공급,홈페이지 구축,모바일컨텐츠서비스 개발 및 공급업체 서울 논현동",경험 - 담당 보안제품에 대한 기술지원 (Pre & Post-sales 업무) - SIEM 제품과의 연동 - Python 혹인 타 스크립트 언어를 이용한 3rd party 제품 연동 - Linux & Windows 서버 관리...
https://kr.indeed.com/viewjob?jk=57eeb0cd4196cbe4,기술적 진단/침해분석 (대리~과장),Success Korea 서울,"니어링, Digital Forensic 경험자 우대 - C, Java, Python 프로그래밍, CISA, CISSP, SIS, PMP 자격증 우대... 우대 - C, Java, Python 프로그래밍, CISA, CISSP..."
https://kr.indeed.com/viewjob?jk=6863b8ecbee9cb28,Big Data Engineer,휴먼디지털 서울,"DB, Network, Computer - Architect 관련 지식 보유자 - Shell script/ python/Java/MySQL - 활용 가능자 - 개발을 좋아하고 새로운 기술을 - 배움이 즐거운 자 - Front..."
https://kr.indeed.com/viewjob?jk=378ba0857c42e407,시스템 엔지니어,Success Korea 서울 쌍림동,경력: 2년 이상 - 직급/직책 : 주임-과장 [우대사항] - Python등 스크립트 언어 사용 가능 - 가상화 관련 지식 보유 - 프로젝트 관리... 주임-과장 [우대사항] - Python등 스크립트 언어 사용 가능...
https://kr.indeed.com/viewjob?jk=a54b90ba32c7f68e,데이터 분석,Success Korea 서울 강남구 +1 지역,"이상 활용 능력 - Python, R 외 기타 1개 이상의 데이터 분석 및 모델링 관련 컴퓨터 랭귀지에 대한 중급 이상 실력 - 데이터 프로세싱을 위한 컴퓨터 랭귀지의 1개 이상 초급 이상 실력 ( Python, Shell..."
https://kr.indeed.com/viewjob?jk=8e6657a5f7faa7f0,빅데이터 분석,Success Korea 서울 삼성동,"프로그래밍 언어 중 한 개 이상 사용 가능자(R/SPLUS, Python, JAVA, etc.) [전형절차] 서류전형-기술test(온라인테스트)-1... 사용 가능자(R/SPLUS, Python, JAVA, etc.) [전형절..."
https://kr.indeed.com/viewjob?jk=e429c7f6fd2443c4,Principal Business Analysis (Service des...,Coupang 2.9 서울,"분 우대사항 이커머스 또는 유통 업계 근무 경력을 보유하신 분 재무/통계 또는 컴퓨터공학 관련 학사학위 Python, R 등 기타 Programming language 사용 경력을 보유하신 분 한국어, 영어 모두 능숙한..."
https://kr.indeed.com/viewjob?jk=00f1c06462380fc8,TEST IT,Success Korea 인천 부평구,"업무내용/자격요건 자격요건 - 학사이상 전산 관련 학과 전공하신 분 - C/C++/C#, JAVA, Python, Unix/Linux, MSSQL 경력있으신 분 - 오픈소스 활용, 빅데이터 플랫폼 구축 및 운영 경험있..."
https://kr.indeed.com/viewjob?jk=e96c0409b4d2b8b5,전산실 MIS 개발 운영 담당자 채용,Success Korea 성남 판교역,"웹 어플리케이션 개발 역량 - Spring 3x 이상 사용 가능 - Python 개발 가능 (django framework 사용 가능, 전반적인... 3x 이상 사용 가능 - Python 개발 가능 (django..."
https://kr.indeed.com/viewjob?jk=4e4c0ded02e9efd4,모바일 RPG 게임,Success Korea 서울,"자료구조, 알고리듬 사용 및 로직 구현에 능숙한 분 -C++, C#, Python 언어 중 하나를 능숙하게 사용 -새로운 언어, 환경에 대한 두려움이... 능숙한 분 -C++, C#, Python 언어 중 하나를 능숙하게 사용..."
https://kr.indeed.com/viewjob?jk=a64f08cbadf0e76b,"Sr. Principal, Cloud Architect",Coupang 2.9 서울,"Tools (CI/CD, IaaC, Terraform, Cloud Formation, Ansible, Python. Strong working experience on Kubernetes, Docker, Linux, SDN..."
https://kr.indeed.com/viewjob?jk=29f023eff21a6f01,Cloud Infra Platform Architect (10년 이상),Success Korea 대한민국,"험자 - IaC, CI/CD 관련 업무 경험자 ( Terraform, Ansible 등 ) - Java, Python, Go 중 한가지 언어를 능숙하게 사용 - Public/Private Cloud Architect 유 경험..."
https://kr.indeed.com/viewjob?jk=cea8db2153898382,[모아커머스] 백엔드 엔지니어 (전문연구요원 가능),버즈니 서울,"이런 분을 찾습니다 Docker 기반 환경의 서비스 구축 경험이 있으신 분 Flask, Falcon 등 Python 기반 웹어플리케이션 서버 개발 경험이 있으신 분 RDBMS 또는 Elasticsearch 등을 활용한 시스템..."
https://kr.indeed.com/viewjob?jk=4eb183fabe6be063,"Senior, QA Engineer (CMG Tech)",Coupang 2.9 서울,"완전한 소프트웨어 개발 프로세스에 대한 노출 경험 JavaScript에 능숙하면서 그 외 Java, C#, Python 등 적어도 다른 한 가지 이상의 프로그래밍 언어에도 능숙 우대 사항: 광고 그리고/또는 이커머스 도메..."
https://kr.indeed.com/viewjob?jk=f6e50a2c31a16f79,Imaging Scientist,Success Korea 경기도 화성,"사용 가능 - OPC, LMC, Tachyon의 DRO 등 - Data analysis : Matlab, Python - Layout handling : Logic Library design 능력 우대 [전형절차] - 1차..."
https://kr.indeed.com/viewjob?jk=0f26fc885d7f30ee,고객데이터 분석 (3년이상),Success Korea 서울,"사이언스 직무 경력 3년 이상 필수조건 : - 데이터 분석 및 모델링을 위한 분석 Tool 활용 능력 ( Python, R 등) - 대용량 데이터의 효율적 사용을 위한 빅데이터 분석 플랫폼 경험자 (Hadoop, Hive..."
https://kr.indeed.com/viewjob?jk=793d3bdf17f3593f,연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세...,모든 경기도 광명,"프로그래밍 가능자 우대 S/W 설계 부문 : - OPEN CV, TENSORFLOW, YOLO, CUDA/ Python, C++, C WindowsGUL APL, MFC Lib 활용 가능자. 머신비전/ 영상처리 개발자 * 전기..."
https://kr.indeed.com/viewjob?jk=bd5ce1a809ec610a,Modem QA Contractor,聯發科技 경기도 성남,4. Good verbal and written communication skills in English 5. Prefer programing experience(C/JAVA/ Python #LI-NOPOST
https://kr.indeed.com/viewjob?jk=741cc6ac364ea9be,Internal Infra Engineer,Toss 서울 강남구,분 # 우대 사항 - Nutanix/VMWare 구축 운영 경험이 있으신 분 - Powershell 또는 Python 등을 사용한 시스템 관리 자동화 경험이 있으신 분 - 100명 이상 규모의 L3/L4 네트워크 관리 또는...
https://kr.indeed.com/viewjob?jk=752a4b5d63eac97c,Back-end Engineer (Python),Soomgo 서울 강남구,래픽 처리를 위한 AWS 인프라 구축 • 5년 이상의 웹/앱 서비스 백엔드 시스템 개발 경험이 있는 분 • Python 언어를 활용한 개발 경험이 있는 분 • 성능 최적화에 대해 지속적으로 고민하고 노력하시는 분 • AWS...
https://kr.indeed.com/viewjob?jk=d1e75364ef505c68,"데이터 가치를 함께 발굴하실 머신러닝, 통계 모델링 전문가 모집",카카오 4.0 성남 판교역,해당 기술에 자신감이 있으신 분도 환영합니다. 지원자격 머신 러닝/통계 등 모델링에 활용하는 언어( Python/Scala/R 등) 및 도구(Tensor flow/Pytorch 등)를 하나 이상 능숙하게 다룰 수 있으신...
https://kr.indeed.com/viewjob?jk=78d1ec77f4a5e0dc,기후 분석&모델링연구실 시간제연구원,광주과학기술원 광주 북구,"수행 ① 국내외 4년제 대학교 환경공학관련분야 학사 이상 학위소지자로서, ② Fortran, GrADS, python 중 1개 이상의 프로그램 언어 사용 가능자 우대사항 ① 국가보훈대상자(취업보호대상자) 및 장애인은..."
https://kr.indeed.com/viewjob?jk=673478b35ea0f58d,백엔드 서버 개발자,더스윙 서울 용산구,"경험자 - Rest API 및 Subscription API 에 대한 이해도 - Java, Node, 또는 Python 언어 능숙한 분 - 컴퓨터 공학에 대한 기초 지식을 보유하신 분 - 언어와 프레임워크 등 새로운 환경에..."
https://kr.indeed.com/viewjob?jk=db26147e9223e38a,[L'Oreal Korea] IT Business Analyst,L'Oreal 4.1 서울,"outcomes Proficiency in SQL Proficiency... least one of Python (preferred), Java, or C++ Strong understanding and hands..."
https://kr.indeed.com/viewjob?jk=ffac42e32db26233,Lead Product Engineer - Liberate,Cadence Design Systems 경기도,"problems and propose solution Automation skills using Tcl, Python, Perl and shell scripting Bachelor/Master in EE with 5+..."
https://kr.indeed.com/viewjob?jk=6b65e8aeb42661de,블록체인 노드 DevOps(구축 및 운영) 담당자 (경력),네오위즈 대한민국,Linux 시스템을 구축 및 운영해 본 경험이 있는 분 - 인프라 관리 업무 자동화를 할 수 있는 분 ( Python or Go) ㄴ 또는 Shell Script(Bash or Perl script) 작성이 가능한 분...
https://kr.indeed.com/viewjob?jk=7609462290636e5d,지스트 블록체인인터넷경제연구센터 계약직(박사급 연구원),광주과학기술원 광주 북구,기획 블록체인 연구·개발·하드포크 1) 박사 이상 졸업자 2) SW프로그래밍 제작 경험자 3) Python/C/Java/Go 프로그래밍 가능자 우대사항 ① 국가보훈대상자(취업보호대상자) 및 장애인은 관련 법령에...
https://kr.indeed.com/viewjob?jk=56add096e14a7879,AI 연구 및 개발 직군 모집,넷마블 서울 구로구,"웹 서비스 구축 등 자격요건 - Python 에 능숙하고 C/C++ 혹은... 위한 클라우드/ Rest-API / 웹서비스 구축 등 자격요건 - Python에 능숙하고 C/C++ , C#등 언어에 대한 활용능력 - 딥러닝 프레..."
https://kr.indeed.com/viewjob?jk=481f953ccaa4bc96,머신러닝 개발자 모집,넷마블 서울 구로구,"시스템 운영 효율화 및 고도화 자격요건 - ML 관련 분야 경력 6년 이상 - Cloud 서비스 활용 경험 - Python, C/C++, SQL 사용 가능 - Tensorflow 또는 상응하는 라이브러리 활용 경험 우대사항..."
https://kr.indeed.com/viewjob?jk=34e05b9e4079e7d6,광학솔루션사업부 경력사원 (렌즈개발/Actuator개발/Digital T...,LG이노텍 4.1 경기도 안산,"공정 데이터 기반 딥러닝/머신러닝 알고리즘 개발 (5년 이상) - 프로그래밍 가능자 (SQL, SAS, Python, R 등) - AWS 프레임워크 사용 유경험자 [학력] - 학사 이상, 컴퓨터공학, 산업공학 등 공학 전공자..."
https://kr.indeed.com/viewjob?jk=beaf31828719882c,[공통기술부문] AI / ML 엔지니어 (3년 이상),우아한 형제들 서울 송파구,"수정할 수 있는 분 - 3년 이상의 실무 경험, 1개 이상의 ""숙련된"" 프로그래밍 언어 활용 능력(ex. Python, C++ 등)을 가진 분 - 원천 데이터를 탐색, 검증, 취합하는 단계부터 모델의 구현, 학습, 배포까지..."
https://kr.indeed.com/viewjob?jk=04d685fc70b67d4e,Linux/Python/PHP/MySQL/백엔드 정규직 경력,일루미나리안 용인 보정동,"보유 - DBMS(MySQL or MariaDB), scripting Language: bash, python, OOP 언어 중 가능자 - Back-End 서버를 개발해 보신 분 [우대사항] - Go(aka GoLang..."
https://kr.indeed.com/viewjob?jk=d6c27e2108eafb61,Jr. Backend Developer,Delivery Tech Hero 서울,"어로 코리아는 국내 최대의 Python 개발 조직으로, 나아가 최고의 개발 조직이 되기 위해 노력합니다. Python 으로 server systems... 다져온 우리의 Python 개발 경험은 새로이 Python 세계에 들어오고..."
https://kr.indeed.com/viewjob?jk=0e675e6e150d8798,[라젠]2021년 지역주도형 일자리사업「4차 산업혁명 IT인력 일자리창출...,라젠 광주 화정동,"경될수 있습니다. ※ 자세한 사항은 첨부된 파일을 확인하시기 바랍니다. [체크사항] 1.Java, C, Python 등 기본 언어 활용 2.정보처리기사 및 소프트웨어 관련 자격증 우대 접수마감일 채용시까지 고용형태 기간의..."
https://kr.indeed.com/viewjob?jk=bfe0f5ac4f32ec89,추천 통계분석/데이터사이언티스트,카카오 4.0 성남 판교역,기능 기계학습 모델링 지원자격 개발 경력 3년 이상 숙련된 데이터분석 능력 데이터 사이언스를 위한 언어( Python/R) 를 하나 이상 능숙하게 다룰 수 있으신 분 분석 결과를 설득력있게 전달할 수 있는 분 우대사항...
https://kr.indeed.com/viewjob?jk=3c516818303c4d51,Application Engineer ( Silicondash),Synopsys 서울,"disk access Programming skill of TCL, Perl, JavaScript or Python Good documentation and reporting skills are required..."
https://kr.indeed.com/viewjob?jk=3933762f9f06df56,Data Scientist(CSS 모델링),Toss 서울 강남구,"3년 이상) - 머신러닝 등 최신 알고리즘을 활용하여 실제 비즈니스 문제 해결 경험이 있으신 분 - SQL, Python, R 등 통계/분석 프로그램을 다룰 수 있으신 분 # 우대 사항 - 금융권 데이터 분석 및 모델링 업무..."
https://kr.indeed.com/viewjob?jk=2459b164bb22d0f4,DGIST 미래자동차융합연구센터 계약직 연구원 및 박사후연수연구원 공개...,대구경북과학기술원 대구 현풍면,"사항 - S/W개발능력, C,C++, Python,Matlab 등 능숙자... Software 개발 우대 사항 - S/W개발능력, C,C++, Python, Linux환경 능숙자 - 자율주행 및 ADAS관련 프로젝트 참여경..."
https://kr.indeed.com/viewjob?jk=ceb8243bc8ae3c35,[데이터 플랫폼]데이터 엔지니어 (전문연구요원 가능),버즈니 서울,및 유지보수 이런 분을 찾습니다 관련 업무 경력 최소 3년 이상 있으신 분 (전문연구요원의 경우 경력 무관) Python 및 기반 데이터 플랫폼 개발 경험이 있으신 분 Docker(Contatiner) 기반 시스템 환경 구축...
https://kr.indeed.com/viewjob?jk=30352a55b8205ca8,AML 데이터 분석/모델링 전문가,네이버 서울,"니다. [자격요건] - 대용량 데이터 분석 Skill/Tool 사용이 가능하신 분 (SAS, R, Python 등) - Anomaly Detection 관점에서의 예측 모델링 개발을 경험하신 분 [우대사항] ﻿ - FDS..."
https://kr.indeed.com/viewjob?jk=6a062e6906aadca2,Data Analyst,Toss 서울 강남구,"소지하신 분 혹은 경험이 풍부하신 분 - Data Warehouse 구축 지식이나 경험이 있으신 분 - Python, R, Spark 등 언어 및 데이터 프로세싱 프레임워크에 대한 이해도가 높은 분 - 필요한 데이터를 스스로..."
https://kr.indeed.com/viewjob?jk=64c604193f28b552,데이터분석가,PUBG 서울,데이터 분석 경력 2년 이상 5년 이하) - 통계/수학/물리 전공자 및 프로그래밍 관련 전공 석사 이상 - Python 기반 머신러닝(딥러닝) 실무 경험 2년 이상 - SQL 실무 경험 2년 이상 : 실무 면접 전 Pre...
https://kr.indeed.com/viewjob?jk=5cb14c0712a6c4c1,시스템 엔지니어링,NHN 4.4 성남 판교역,"Windows OS 스킬 보유 및 X86 서버 운영 경험 보유 - 기본적인 운영도구 개발 가능자 * Python, Django, JAVA - 웹 서비스 또는 플랫폼 개발 경력 보유자 - OpenStack 기반의..."
https://kr.indeed.com/viewjob?jk=7df915e1f0f86b2d,Software Architecture 설계 엔지니어,딥엑스 성남 분당구,경험 - Windows/Linux 상에서 C++/ Python 언어 사용 개발 경험 - C++ / Python 언어 사용 개발 경험 - 객체지향 설계에... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=b74cd0ba29a65a46,Web Developer,NeuToy (Subsidiary of the holographic software com... 서울,NodeJS React.js Python Bonus Skills... 필수) EC2: 1년 (필수) * Mysql: 2년 (필수) * Python: 3년 (필수) * React.js: 2년 (필수) 학력: * 대학...
https://kr.indeed.com/viewjob?jk=c74b8591c7e59774,[웹젠] 보안솔루션 운영(경력),웹젠 성남 분당구,추진 경험 보유한 분 - 침해사고 및 악성코드 분석 능력을 보유한 분 - Python/Java 등 개발 능력 보유자 - 보안 유관 자격증 보유한 분... 코드 분석 능력을 보유한 분 - Python/Java 등 개발 능력 보유자...
https://kr.indeed.com/viewjob?jk=5bfcdbb81dd0d7be,[검색] 프론트엔드 엔지니어 (전문연구요원 가능),버즈니 서울,해도가 높으신 분 테스트/배포 환경 구축/운영 경험이 있으신 분 Typescript 사용 경험이 있으신 분 Python(django) 개발 경험이 있으신 분 기타사항 연봉은 협의 후 결정됩니다. (참고 : 해당 포지션의 대졸...
https://kr.indeed.com/viewjob?jk=e0e37aaebc73dde3,지표구축,아프리카TV 경기도 성남,"대시보드 플랫폼의 활용이 가능하신분 - 새로운 서비스 출시후 모니터링이나 트랜드 확인이 가능하도록 설계나 지원이 가능하신분 - SQL,Excel,R, Python 등을 이용하여 데이터 추출 또는 분석이 가능하신 분"
https://kr.indeed.com/viewjob?jk=8af26b37623864c4,8퍼센트 개발자 (신입/경력),8퍼센트 서울 종로구,개발 금융 데이터 분석과 분석 플랫폼 운영 자격요건 컴퓨터 전공자 또는 웹 개발 경력 1년 이상 우대사항 Python 코드를 무리 없이 읽으실 수 있는 분 Linux/Mac 사용 가능한 분 새로운 기술에 대한 호기심을 가지신...
https://kr.indeed.com/viewjob?jk=8dff939e6fd66f17,[고경력자의 경우 시간 단축] (주)라라와 함께할 개발자,라라 부산 수영구,인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
https://kr.indeed.com/viewjob?jk=fcd031afcf77cfad,골프존 경력채용 - AI개발(머신러닝/데이터 엔지니어),골프존 4.2 서울,야에서 그에 준하는 경험 - 영상 및 이미지 관련 (CV) 머신러닝/딥러닝 대한 기본적인 이해 및 C/C++/ Python 프로그래밍 경험 - 원활한 의사소통 및 협업 능력 - 논리적 사고 및 학습 능력 우대사항 - 5년 이상...
https://kr.indeed.com/viewjob?jk=2c4c5856662783e7,Data Analyst,IQVIA 서울,learning / predictive modeling ) • 통계 프로그램 활용 능력 SAS / R / Python 중 최소 1가지 중급 이상의 활용능력 요구 • Communication Basic English...
https://kr.indeed.com/viewjob?jk=85687b250386c4be,qe 소프트웨어 엔지니어,에이치알 코리아 대한민국,"process improvements • Strong scripting experience with Python, Shell Scripts, Ruby, etc. • Ability to code competently..."
https://kr.indeed.com/viewjob?jk=b5d0fb51bc768703,Deep Learning Systems Research Engineer...,Qualcomm Korea YH 서울,"PyTorch, TensorFlow... Good programming skills in Python/C/C++ - Good communication and presentation skills Preferred..."
https://kr.indeed.com/viewjob?jk=46040f2836467e84,(주)에이쳐 인공지능(AI) 프로그래밍 교육 커리큘럼 기획 및 컨텐츠 개...,에이쳐 용인 처인구,학사 이상 ⓑ 교육 컨텐츠 제작 경험 또는 전문적 강사로서의 경험 ⓒ 인공지능 관련 기술에 대한 경험 ⓓ Python / Tensorflow / C / C++ / HTML5 / CSS / Java / Javascript 등...
https://kr.indeed.com/viewjob?jk=5702c02123c8bd42,(주)에이테크와 함께할 솔루션 개발팀장/파트장,에이테크 울산 중구,백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|무역·영업·판매·매장관리>기술영업>SI(Solution·System)|인터넷·IT·통신·모바일·게임>ERP...
https://kr.indeed.com/viewjob?jk=0064deb5fa9cbce0,데이터 사이언티스트 모집,카카오 4.0 성남 판교역,"양한 실험을 통해 알고리즘을 개선합니다. 지원자격 지원자격 하나 이상의 프로그래밍 언어에 익숙한 분( Python, Java, C/C++, Scala 등) 머신러닝/딥러닝 오픈소스를 이용하여 1년 이상 특정 서비스에 모델..."
https://kr.indeed.com/viewjob?jk=3f8d4bf382f3ec64,반도체 디자인 검증 엔지니어,10년 연혁의 팹리스기업 서울 강남구,"버깅 능력 - 디지털 회로 설계에 대한 지식 - 객체지향 프로그래밍(OOP)에 대한 이해 - C/C++, python, perl, tcl등 프로그래밍 언어에 대한 이해 • 참고사항 - 근무시간 : 주5일, 업무시간 flex..."
https://kr.indeed.com/viewjob?jk=a4b72e38fb50bde0,콘텐츠서비스개발- 데이터엔지니어,Nexon 성남 분당구,및 운영 - 서비스 자동화 업무 지원자격 - 경력제한 없음 - Python 또는 NodeJS를 활용한 시스템 개발 경험 - Linux 기반의... 론트엔드 및 웹 개발 경험 - Python 또는 Scala를 활용한 데이...
https://kr.indeed.com/viewjob?jk=eaee1538d8cc832f,메시지발송 플랫폼 개발자,Nexon 성남 분당구,"개발 가능하면서 python 개발 경험 소유자(또는 Python 개발 가능... NET 또는 python 개발 경력 5년이상 - 자동화를 위한 스크립트(powershell, bash, python 등) 경험 - Windows..."
https://kr.indeed.com/viewjob?jk=2238a8f7a38080f3,리서치분야 경력직,케이지제로인 대한민국,"모델링 자격 요건 - 금융공학, 경영학(재무학), 경제학, 수학 등 관련 분야 전공자 - SQL, R, Python 등 Tool 숙련자 우대사항 - 금융관련 자격증 소지자 / 재무 및 통계 관련 석박사 / 펀드 관련..."
https://kr.indeed.com/viewjob?jk=b2ef9dc168ce46f0,FDS 데이터 분석 담당자,네이버 서울,"운영 [자격요건] - FDS 데이터 모델링 관련 업무 2년 이상 - 대용량 데이터 분석 가능자 (SAS, R, Python) - 머신러닝/딥러닝의 주요 방법론을 실제로 수행해 본 적이 있으신 분 - Hadoop (Hive..."
https://kr.indeed.com/viewjob?jk=0cf86a57d691d8a9,(주)엘솔루 R&D본부 ASR팀 개발직,㈜엘솔루 서울,"제공 [필수사항] ㆍ프로그래밍에 재능 및 열정이 있는 자 ㆍJava, Python 중 하나 이상의 언어사용자 ㆍWeb 개발능력 ㆍ리눅스 사용 경험자... 머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
https://kr.indeed.com/viewjob?jk=9fe3ec26cead9adc,[검색] 백엔드 엔지니어 (전문연구요원 가능),버즈니 서울,"이런 분을 찾습니다 Docker 기반 환경의 서비스 구축 경험이 있으신 분 Flask, Falcon 등 Python 기반 웹어플리케이션 서버 개발 경험이 있으신 분 RDBMS 또는 Elasticsearch 등을 활용한 시스템..."
https://kr.indeed.com/viewjob?jk=be6c1f03fa566f8e,추천 시스템 연구/개발,카카오 4.0 성남 판교역,"지원자격 개발 경력 3년 이상 적어도 하나 이상의 능숙한 프로그래밍 언어가 있으신 분 우대사항 Python, C++, GPU 프로그래밍 숙련자 TensorFlow, PyTorch, implicit 등 머신러닝/추천..."
https://kr.indeed.com/viewjob?jk=79c3fd29f2a08496,"웹개발자, 모바일앱개발 외 신입/경력 정규직, 계약직",다온에스엔씨 서울 광진구,"직무기술: 웹프로그래밍, PHP, Python, node.js, react... 게임>웹프로그래머>PHP |인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신..."
https://kr.indeed.com/viewjob?jk=d017610d9828199c,"드론 데이터 스타트업, 엔젤스윙 엔지니어",엔젤스윙 서울 관악구,"Ruby on Rails, Python, C++, AWS AWS, GCP... 기반 웹서비스 개발 경험 디버깅, 최적화 스킬 Javascript, Python, C++ 등 개발언어 중 자신있는 언어가 1가지 이상 있으신 분..."
https://kr.indeed.com/viewjob?jk=97aa2b00fda87ad6,"[신입/경력] 이미지 OCR(문자인식), 이미지 딥러닝 S/W개발",코드원시스템 서울 송파구,"업무 자격요건 인원 소프트웨어개발 [담당업무] ■이미지 딥러닝 개발 ( Python, Java, C/C++, CUDA) - 이미지 객체인식 딥러닝 개발... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=116009dbf59211ed,퍼즐데이터 역량있는 데이터 분석가,주식회사퍼즐데이터 서울 역삼동,"데이터 마이닝 및 통계분석에 대한 전반적인 이해 3. 관련분야(산업공학, 통계 등) 전공 4. R or Python 사용 능력 * 이런 분은 더욱 좋아요. 1. 프로세스 마이닝 지식 보유자 2. 관련분야 대학원 전공 3..."
https://kr.indeed.com/viewjob?jk=0b03d57e900ac140,Security Engineer (모의해킹),Toss 서울 강남구,"분 - INTEL/ARM 아키텍처 바이너리 분석 가능한 분 - 코드리뷰를 통한 보안 진단 능숙한 분 - Python, C, C++, C#, JAVA 중 프로그래밍 언어에 능숙한 분 # 우대 사항 - 버그바운트 경험이 있는 분..."
https://kr.indeed.com/viewjob?jk=af725f1c975c7581,"Technical Operations Manager, Premium Su...",Amazon Web Services Korea LLC 서울,Programming in one or more... following languages - Java/ Python/ Ruby/ .NET/ Android/ iOS · Must have excellent oral...
https://kr.indeed.com/viewjob?jk=e15972f6e01cb7dc,IT 개발자(백엔드) 경력직,스포츠데이터에볼루션 경기도 파주,"경력자 채용 ( 1명 ) 필수 자격요건 ㆍ학력 : 초대졸이상 ㆍ경력 : 해당 직무 경력 1년 이상 - Python, PHP, C#, Node.js, Java 중 1개 이상 능숙자 - MS-SQL, MySQL, MariaDB..."
https://kr.indeed.com/viewjob?jk=e26f899b8accca1a,Datacenter Engineer (강원도 춘천 근무),Oracle 3.8 서울,"Base Operating System Install • Some experience with Perl, Python, Bash or Java • Core OS Services: ssh, telnet, ftp, nfs..."
https://kr.indeed.com/viewjob?jk=d748c217f78dbd58,DBA 엔지니어,쏘카 대한민국,"시계열 데이터베이스(InfluxDB) 구축 및 운영 경험이 있으신 분 • 자동화를 위한 스크립트(Shell, Python, Ansible) 지식을 보유하신 분 • 새로운 기술 도입에 대한 오픈 마인드를 갖고 계신 분 전형절차..."
https://kr.indeed.com/viewjob?jk=6f88041c28b6c1ae,한글 Q&A 시스템 연구 개발 신입/경력사원,포티투마루 서울 관악구,"중(9월예정) [지원자격] - 4년제 대학교 졸업 (전산관련학과 이수 또는 그에 상응하는 교육이수자) - Python, Java, C/C++ 등으로 개발 가능하신 분 - Unix/Linux 시스템에 대한 이해가 있으신 분..."
https://kr.indeed.com/viewjob?jk=35f72aeb142bceaa,[NIT Service] NAVER IDC 서버 운영/관리(춘천),엔아이티서비스 강원도 춘천,"application 운영 경험 - Shell script, python 활용 가능 - 해외 데이터센터 인프라 구축 또는 운영 경험 - 국가보훈대상자... 경험 - Shell script, python 활용 가능 - 해외 데이터센..."
https://kr.indeed.com/viewjob?jk=dd4d8e59a4a9265d,Data Specialist (Scientist&&Engineer),아우름플래닛 서울 마포구,"Tensorflow, Keras, Pytorch, Theano 등)를 하나 이상 사용할 수 있는 분 • R, Python, Scala, SQL 등을 이용한 데이터 분석 및 프로그램 개발 능력이 있는 분 • 데이터 분석 기법..."
https://kr.indeed.com/viewjob?jk=464ef95516a5fa5c,8퍼센트 경력 개발자,8퍼센트 서울 종로구,"개발업무 - 금융 서비스 개발 - Python/Django 기반 - 정해진 역할이 아닌 기능에 따른 업무 분배 - 프로트엔드부터 백엔드까지 업무 범위... SQL 기본 - git flow - python, django 경험자 우대"
https://kr.indeed.com/viewjob?jk=2892c67308e87f01,Field Data Scientist,Success Korea 경기도,"Scripting experience required (e.g. Matlab, R, Python). Familiarity with analytics... e.g. Matlab, R, Python). Familiarity..."
https://kr.indeed.com/viewjob?jk=4ec305f59ce64060,게임이상탐지 분석/개발,Nexon 성남 분당구,"기법 적용에 필요한 프로그래밍 능력 ( Python) - SQL 활용 능력... 대시보드 개발 능력 솔루션 개발자 - 한 가지 이상의 개발 언어( Python, Java, Scala)에 숙련된 프로그래밍 능력 - Linux..."
